"energy","danceability","tempo","valence","views","likes","stream"
"0.745","0.721","90.988","0.699","34408366","230490","223499126"
"0.714","0.677","94.956","0.355","2098308","74090","288566173"
"0.733","0.659","146.053","0.763","4450685","49132","31730880"
"0.716","0.655","80.813","0.521","1164402","14282","99531293"
"0.76","0.706","95.499","0.564","14470536","333670","89351468"
"0.511","0.732","96.946","0.62","21485999","420738","97633499"
"0.743","0.753","140.004","0.96","3786094","361990","16959454"
"0.798","0.437","157.828","0.706","247380","6346","190331943"
"0.829","0.405","181.222","0.767","49726399","109455","49780632"
"0.802","0.646","94.402","0.859","37865","2232","11888056"
"0.762","0.425","89.911","0.778","15727669","76369","41438614"
"0.755","0.635","179.861","0.885","2404171","22839","8229568"
"0.712","0.68","88","0.784","48005784","237872","66828322"
"0.832","0.373","158.006","0.509","18550728","107973","62772123"
"0.779","0.567","92.384","0.909","21214314","185239","53996289"
"0.751","0.781","88.966","0.788","12289270","130374","52000328"
"0.763","0.603","167.937","0.745","37865","2232","22440251"
"0.804","0.579","183.075","0.546","164601461","1087803","83321808"
"0.699","0.688","127.061","0.411","54272272","449446","26756375"
"0.616","0.558","91.75","0.551","7299321","132821","7311784"
"0.667","0.52","131.628","0.328","1939661","97296","32681419"
"0.537","0.732","115.94","0.448","4744776","83328","5120217"
"0.542","0.866","119.982","0.362","129104451","1075887","87243560"
"0.762","0.705","81.978","0.55","15094302","172148","22094884"
"0.885","0.669","123.02","0.0382","7125110","111940","7380731"
"0.648","0.513","116.542","0.268","18891764","208033","24211182"
"0.642","0.647","154.988","0.691","1860872","69407","2898854"
"0.5","0.55","115.016","0.351","4481737","118002","12865834"
"0.814","0.643","87.807","0.204","3723094","84150","23940477"
"0.758","0.941","128.017","0.683","157284843","1196886","337622564"
"0.318","0.704","139.924","0.24","2293294","58206","9903711"
"0.691","0.657","160.106","0.493","516147","5878","137429216"
"0.67","0.899","148.065","0.413","60324812","515288","166385956"
"0.695","0.851","131.938","0.789","50506802","432192","99615127"
"0.565","0.806","116.963","0.311","17246560","185015","108453826"
"0.78","0.794","165.009","0.628","6518625","84530","33556919"
"0.473","0.857","133.966","0.461","40087953","464865","115772296"
"0.716","0.701","91.007","0.732","405630276","6939734","1610930267"
"0.541","0.686","120.082","0.724","42146491","851857","352671426"
"0.705","0.779","101.022","0.946","98951654","860864","307148858"
"0.717","0.746","150.964","0.523","46964271","942348","391257235"
"0.745","0.721","90.988","0.699","34408366","230490","223499126"
"0.783","0.697","98.068","0.528","35734931","721156","140159584"
"0.708","0.694","164.958","0.69","13300805","251159","86089077"
"0.707","0.669","159.982","0.529","2655459","68856","24747957"
"0.69","0.686","178.157","0.528","11559335","265937","52629683"
"0.686","0.77","131.478","0.89","167278","4062","7038410"
"0.791","0.812","109.969","0.635","9105684","154924","15144080"
"0.612","0.63","169.649","0.505","6496912","136850","12986188"
"0.88","0.738","124.994","0.487","10273954","266439","14593811"
"0.782","0.661","160.086","0.678","20352988","384106","20804888"
"0.582","0.824","101.974","0.949","28850168","614719","47709811"
"0.6","0.824","110.002","0.802","1895330","165995","11070441"
"0.809","0.773","129.971","0.73","4275672","145470","7968340"
"0.823","0.558","125.046","0.603","3853051","102135","7538740"
"0.754","0.844","153.928","0.787","15699558","484022","22155655"
"0.718","0.856","122.019","0.829","19553628","444520","23117504"
"0.549","0.818","102.831","0.747","1501773","90258","13150319"
"0.529","0.505","174.322","0.31","69890014","948443","41026710"
"0.596","0.729","117.918","0.319","172114087","1750639","96865899"
"0.743","0.631","102.894","0.766","74622143","788986","63394639"
"0.641","0.766","128.993","0.301","29184389","359166","36430706"
"0.729","0.803","95.019","0.777","8426866","109819","8588810"
"0.656","0.751","115.152","0.708","8248504","181922","7757340"
"0.591","0.616","173.817","0.704","63994126","754798","36507822"
"0.499","0.621","122.07","0.421","124395573","1702628","88477931"
"0.622","0.725","119.985","0.356","195957011","2251642","96301697"
"0.884","0.482","171.915","0.377","33516808","648883","13954293"
"0.89","0.555","181.963","0.581","31427077","829330","30857364"
"0.835","0.692","80.017","0.566","64775847","1639198","62447261"
"0.924","0.598","110.012","0.334","32252","1207","12522404"
"0.964","0.572","129.979","0.519","116429615","2013676","91048507"
"0.904","0.724","130.036","0.728","55931771","1491824","54154257"
"0.903","0.565","97.968","0.54","81711780","1366689","75074355"
"0.886","0.607","149.941","0.616","76769142","1430974","54277642"
"0.9","0.634","152.968","0.623","66352971","1320499","69062897"
"0.86","0.624","99.968","0.447","70312241","1448730","70231511"
"0.516","0.954","105.001","0.624","3284038","106492","36075331"
"0.557","0.926","136.018","0.716","3284038","106492","10909841"
"0.58","0.776","143.032","0.409","27280826","272812","25794484"
"0.789","0.916","139.926","0.837","35910449","665783","38913104"
"0.439","0.477","129.175","0.218","979532","39000","1858574"
"0.452","0.832","135.022","0.525","2228705","51540","4663974"
"0.371","0.894","134.103","0.301","41383778","823536","29060518"
"0.411","0.867","78.496","0.742","93318887","918413","42211103"
"0.405","0.847","156.999","0.588","93318887","918413","36232851"
"0.562","0.874","101.041","0.637","2883839","110165","10562249"
"0.545","0.838","90.023","0.428","197271774","1109692","115560736"
"0.877","0.774","92.997","0.648","76572873","455490","29867976"
"0.531","0.88","92.957","0.522","79105791","526441","44713170"
"0.544","0.872","98.024","0.593","12420240","132530","5082917"
"0.64","0.906","99.948","0.693","52075094","386041","21456999"
"0.746","0.718","96.038","0.904","27485633","203791","9948750"
"0.725","0.646","185.977","0.738","46307148","366772","16874522"
"0.736","0.874","87.961","0.672","56322295","504229","14923177"
"0.707","0.877","89.986","0.835","45967959","447271","19510166"
"0.514","0.808","90.004","0.7","7021873","67907","1871147"
"0.393","0.656","134.73","0.817","10961408","185045","8453894"
"0.529","0.505","174.322","0.31","69890014","948443","41158633"
"0.585","0.46","199.404","0.285","3465307","67944","4857357"
"0.574","0.626","144.912","0.36","5091866","37313","4816293"
"0.711","0.711","153.1","0.609","2924174","71716","4609180"
"0.662","0.7","121.996","0.708","2050894","81435","3003803"
"0.63","0.515","121.98","0.367","202569481","1786011","113221957"
"0.499","0.621","122.07","0.421","124395573","1702628","88477931"
"0.783","0.657","139.729","0.326","2073691","151091","1660679"
"0.798","0.938","99.992","0.265","42659733","4034925","94770521"
"0.75","0.673","105.848","0.708","2776156","306116","35711591"
"0.722","0.783","97.031","0.306","63707847","5967889","121338609"
"0.817","0.827","97.008","0.167","374784357","11774615","162502427"
"0.822","0.717","102.042","0.764","1180522","250116","18938239"
"0.355","0.607","125.308","0.964","954081","237761","14581691"
"0.742","0.676","77.071","0.694","1952637","453910","19639504"
"0.394","0.512","80.522","0.083","16504576","2357216","69475923"
"0.807","0.785","96.981","0.228","1265231","253702","19756965"
"0.961","0.749","116.037","0.859","157742568","6764096","131156896"
"0.638","0.547","176.277","0.876","365169541","1786840","247716712"
"0.524","0.735","94.642","0.813","208280710","920671","139873951"
"0.577","0.719","78.77","0.861","315444008","1672696","176382080"
"0.419","0.72","131.278","0.779","113999765","461417","53920892"
"0.719","0.54","197.764","0.856","57295252","279092","39762585"
"0.613","0.529","187","0.958","365169541","1786840","24894870"
"0.535","0.626","77.984","0.848","55668855","652783","65922252"
"0.672","0.612","91.21","0.751","108537146","555312","74805266"
"0.67","0.826","115.016","0.588","25187571","113062","25951077"
"0.556","0.754","106.588","0.41","1735045","24361","1308828"
"0.643","0.782","114.994","0.627","37043","0","144527407"
"0.633","0.754","99.597","0.228","6830990","210406","12752714"
"0.494","0.867","118.868","0.29","129336519","1590972","112329526"
"0.798","0.907","118.94","0.821","6986600","73873","14310942"
"0.458","0.843","110.077","0.772","19262066","372473","50419969"
"0.665","0.636","91.976","0.374","80186964","1208500","77494250"
"0.655","0.845","139.955","0.516","77011879","1568725","83594327"
"0.59","0.88","119.97","0.723","175728028","2331269","156014002"
"0.52","0.917","111.023","0.564","74713341","1114218","62997890"
"0.686","0.845","119.08","0.252","34308528","683106","42370422"
"0.739","0.862","98.073","0.885","50740005","434482","59722868"
"0.717","0.908","96.173","0.62","9176345","73663","9064614"
"0.813","0.798","96.005","0.535","95549567","553120","107510815"
"0.4","0.926","97.979","0.534","2067075","40168","2209239"
"0.671","0.893","93.981","0.793","5011885","33427","1722556"
"0.688","0.799","98.018","0.622","35308934","213494","28249501"
"0.957","0.853","96.011","0.9","52301654","357628","62061556"
"0.771","0.905","98.01","0.73","17582294","106059","16251546"
"0.864","0.628","177.923","0.926","49834059","238568","29681919"
"0.907","0.899","98.028","0.903","11697946","86353","15682764"
"0.457","0.375","174.839","0.415","1101318","40007","122621712"
"0.363","0.627","99.905","0.301","5451550","119482","87671005"
"0.39","0.738","113.979","0.547","666903","13723","18183098"
"0.768","0.676","105.999","0.493","7316759","87234","48065398"
"0.547","0.62","98.032","0.208","14887349","115794","98646344"
"0.374","0.642","129.863","0.0979","41629589","605461","126984919"
"0.668","0.62","118.013","0.183","68060269","577997","103725610"
"0.427","0.598","170.078","0.461","796210","32784","5501056"
"0.799","0.563","140.045","0.469","5188154","135457","12565395"
"0.412","0.644","118.49","0.206","849520","21079","5247684"
"0.541","0.699","98.395","0.365","16084552","256033","31124174"
"0.594","0.794","99.238","0.637","31322040","161122","174277731"
"0.737","0.784","97.5","0.623","38000","532","208066144"
"0.567","0.571","165.332","0.967","79224461","349612","96004048"
"0.483","0.702","138.842","0.769","9867277","136416","23306474"
"0.683","0.765","137.02","0.536","1036801","15476","33608487"
"0.51","0.699","98.07","0.625","59061407","299310","65688359"
"0.38","0.569","77.556","0.481","16412490","206018","24833078"
"0.873","0.714","112.503","0.628","13533315","72613","66264205"
"0.732","0.478","184.819","0.664","133558116","1058523","257591554"
"0.192","0.369","175.212","0.148","33010534","248361","260889947"
"0.246","0.68","110.23","0.388","19234594","258705","166545734"
"0.27","0.505","98.721","0.557","3583730","18297","48621473"
"0.296","0.508","82.532","0.134","5118224","41121","42896100"
"0.573","0.544","122.977","0.233","77620","476","47066966"
"0.215","0.434","118.152","0.187","2235578","15030","28471846"
"0.15","0.616","126.462","0.345","4159732","51628","69079693"
"0.441","0.447","122.811","0.286","303804","9889","4612736"
"0.912","0.471","139.667","0.613","1759571","9576","37520077"
"0.485","0.5","109.755","0.379","4946099","38318","61841630"
"0.805","0.548","142.094","0.648","489988992","4512952","812639252"
"0.548","0.709","83.995","0.543","91716491","1450558","902736840"
"0.586","0.823","125.971","0.347","430590449","3674140","948882963"
"0.878","0.772","61.311","0.305","88177297","730839","367875851"
"0.732","0.548","142.791","0.612","63678133","967862","377994826"
"0.602","0.48","179.798","0.269","125248990","1402215","633379221"
"0.647","0.905","130.97","0.367","52575654","254627","469684772"
"0.647","0.688","88.834","0.195","92661487","1589102","385600237"
"0.676","0.594","143.477","0.472","138737115","1598919","315764414"
"0.649","0.798","142.006","0.566","56460531","695212","264281170"
"0.73","0.772","136.175","0.786","61382353","500790","72753034"
"0.684","0.724","144.117","0.729","40236872","362613","67401395"
"0.595","0.807","92.491","0.392","24526525","125015","51603400"
"0.748","0.774","135.929","0.714","7800642","83239","161364643"
"0.826","0.784","138.078","0.893","434833","9572","12682444"
"0.661","0.67","174.902","0.36","10496276","99972","16758053"
"0.636","0.824","174.072","0.672","1007005","13766","23031232"
"0.58","0.699","83.759","0.706","13565889","232583","9606254"
"0.812","0.758","144.908","0.795","3504385","103053","7023390"
"0.713","0.409","97.029","0.725","135299548","714317","104136494"
"0.872","0.765","94.999","0.722","55539212","560073","62302973"
"0.548","0.87","96.018","0.832","261795094","2092993","534190352"
"0.688","0.808","105.034","0.351","14511677","215080","20161636"
"0.85","0.806","95.014","0.728","86048955","441082","110860399"
"0.53","0.844","92.008","0.746","11422214","107633","11410994"
"0.536","0.842","109.992","0.807","2789589","75379","13646502"
"0.768","0.821","91.997","0.882","13001701","207167","30234682"
"0.786","0.861","92.031","0.907","66490064","541838","104056929"
"0.793","0.826","97.005","0.308","3620337","40269","8269061"
"0.601","0.791","174.068","0.867","49559834","287200","56816813"
"0.872","0.765","94.999","0.722","55539212","560073","60759176"
"0.438","0.7","170.106","0.605","306860402","2897709","201926628"
"0.645","0.781","128.007","0.803","50088918","349927","120720746"
"0.678","0.696","91.985","0.346","383333940","4373843","303603146"
"0.715","0.607","92.026","0.683","185040745","989639","132727078"
"0.614","0.633","179.966","0.544","4513041","108519","11148093"
"0.545","0.7","91.05","0.643","23218358","369244","49801925"
"0.471","0.81","75.003","0.391","199092917","3449939","181635142"
"0.611","0.585","97.041","0.962","191728598","2178723","317330803"
"0.893","0.743","94.044","0.851","2940562","54054","9130761"
"0.893","0.712","125.022","0.828","3138489","181079","8760157"
"0.695","0.475","100.009","0.552","65208351","2916716","93907016"
"0.725","0.9","100.015","0.791","2487058","170379","5570368"
"0.596","0.536","133.995","0.643","1707967","138903","5011442"
"0.645","0.615","167.952","0.787","1568141","119951","4475434"
"0.642","0.602","175.978","0.54","3114274","167896","100301922"
"0.742","0.698","163.952","0.545","1103477","92562","3782661"
"0.836","0.584","104.973","0.484","87324773","3592200","176693348"
"0.867","0.644","124.997","0.687","81418328","3658320","151533125"
"0.887","0.683","132.007","0.551","6819315","111710","69441242"
"0.781","0.761","123.023","0.473","2245679","29676","176386293"
"0.727","0.665","133.922","0.397","2203365","30168","43331847"
"0.813","0.582","133.988","0.315","854276","16236","10363246"
"0.827","0.685","133.93","0.586","570344","8919","30282936"
"0.865","0.646","130","0.221","883694","14366","24923775"
"0.669","0.76","112.023","0.215","744639","11448","28866562"
"0.727","0.573","150.034","0.22","1176881","11406","15342633"
"0.868","0.585","125.011","0.531","446311","6019","10897602"
"0.717","0.837","94.984","0.494","291315311","3665492","259545062"
"0.541","0.86","114.984","0.952","31812420","456450","89885650"
"0.488","0.692","171.9","0.299","21325973","299252","107813103"
"0.572","0.796","98.967","0.304","139764362","1696968","159271446"
"0.554","0.761","92.52","0.555","614095","12597","26341421"
"0.611","0.854","100.024","0.417","598801454","6771112","181309690"
"0.655","0.811","117.979","0.925","5629622","95559","23199272"
"0.387","0.863","100.013","0.39","14175413","131523","119610756"
"0.683","0.69","160.088","0.549","487197","11956","70827424"
"0.314","0.908","97.011","0.244","62961030","847916","72541683"
"0.499","0.39","200.156","0.34","153294455","1504475","330258571"
"0.454","0.626","123.351","0.36","15358575","147974","61603249"
"0.832","0.555","170.124","0.43","8995987","94501","56201939"
"0.664","0.681","102.166","0.861","153325775","1030302","220599137"
"0.701","0.353","89.739","0.464","412929","14977","31963807"
"0.768","0.642","97.485","0.546","5259942","82383","46764532"
"0.271","0.571","122.004","0.753","8429340","89984","66956275"
"0.644","0.618","98.721","0.861","6244117","85997","63973930"
"0.779","0.676","100.083","0.476","5199912","62527","39046405"
"0.544","0.724","106.347","0.712","9106443","62693","31344590"
"0.0918","0.466","95.014","0.0841","15361992","561165","144981935"
"0.104","0.305","213.503","0.0552","1707355","66128","29919293"
"0.0521","0.397","77.982","0.101","15361992","561165","26455392"
"0.0173","0.172","180.141","0.0644","856049","32838","15596207"
"0.105","0.448","82.088","0.0483","323775","13429","9559315"
"0.178","0.18","81.701","0.117","597163","23615","6439551"
"0.222","0.382","75.048","0.212","222165","9299","7321142"
"0.176","0.408","71.555","0.092","139020","2145","5096516"
"0.204","0.303","70.119","0.0988","40379","1353","4849015"
"0.0551","0.407","66.704","0.0398","13420","1030","4981069"
"0.6","0.585","160.635","0.617","147267842","1004220","146265753"
"0.659","0.556","86.634","0.754","25948434","288998","28127738"
"0.464","0.531","170.085","0.643","41109114","380562","72853866"
"0.403","0.645","170.034","0.614","38494340","287497","30852270"
"0.471","0.678","130.223","0.662","7828127","134725","5868152"
"0.631","0.839","130.046","0.514","1901893","22488","14965456"
"0.504","0.613","169.494","0.745","5491362","130493","5786525"
"0.366","0.728","106.405","0.715","50403119","384924","15409342"
"0.33","0.8","100.048","0.751","3468734","105044","7639701"
"0.626","0.858","130.005","0.39","6642660","100457","12501906"
"0.7","0.787","90.02","0.791","291310129","1290339","354337519"
"0.685","0.89","81.011","0.577","20351751","179525","17787303"
"0.677","0.787","179.951","0.966","19165979","218964","21781608"
"0.563","0.801","179.968","0.967","94346275","467598","71633388"
"0.766","0.867","91.023","0.607","100219322","524496","108997206"
"0.847","0.764","95.02","0.961","64053407","399107","62632257"
"0.606","0.756","92.143","0.557","22155168","239263","9453640"
"0.797","0.841","97.994","0.599","7678040","75504","7793454"
"0.532","0.916","93.014","0.959","7237837","129774","10621645"
"0.459","0.656","82.438","0.559","23565506","169216","11496162"
"0.987","0.49","175.064","0.451","114155926","1240180","93465443"
"0.864","0.577","96.04","0.698","53724171","543740","51360130"
"0.896","0.564","145.023","0.713","68985481","811276","53295724"
"0.914","0.524","89.015","0.63","58723926","626119","41781471"
"0.934","0.669","129.974","0.175","52979828","996305","37023556"
"0.976","0.526","178.129","0.554","262747530","2509554","113926600"
"0.717","0.441","139.987","0.233","1535619","23161","25797736"
"0.962","0.709","128.013","0.767","161561467","1534595","94288576"
"0.327","0.368","75.209","0.21","19660","490","21290147"
"0.923","0.519","177.78","0.581","7757066","166605","8316073"
"0.636","0.673","127.021","0.438","546684","6937","39342584"
"0.593","0.724","141.901","0.624","17099","304","29129601"
"0.493","0.684","119.087","0.501","31573842","239880","47853820"
"0.538","0.684","144.005","0.788","8969940","139710","31910516"
"0.692","0.609","139.873","0.718","3131913","48998","13350510"
"0.554","0.63","101.999","0.616","15281835","167985","24845403"
"0.691","0.765","102.025","0.711","131459","1928","36443008"
"0.445","0.674","135.001","0.541","11892590","159378","23095645"
"0.49","0.833","130.007","0.665","1773166","8872","23858659"
"0.558","0.62","74.934","0.492","19011067","176116","44621126"
"0.838","0.79","98.966","0.738","106063071","1344644","29152633"
"0.886","0.759","102.065","0.489","218880083","3934465","183229539"
"0.911","0.809","122.035","0.64","486276423","6245151","281632178"
"0.849","0.935","119.986","0.551","127399498","2274775","58856576"
"0.903","0.836","128.009","0.882","20137742","1095497","18045712"
"0.814","0.846","140.055","0.722","236090118","4377190","160241589"
"0.911","0.776","101.027","0.56","200614176","4089150","183096937"
"0.853","0.79","125","0.713","312556551","4200238","202118613"
"0.842","0.771","104.958","0.572","43745290","1691149","15994928"
"0.66","0.527","173.979","0.283","245217","4006","60382403"
"0.546","0.544","161.76","0.151","625516","8480","21274841"
"0.903","0.759","154.825","0.878","452162","9048","36899349"
"0.417","0.764","126.004","0.575","90607","2033","15356528"
"0.705","0.631","103.998","0.245","25470","527","4206619"
"0.45","0.558","81.16","0.252","88104","2175","7758362"
"0.742","0.642","146.394","0.729","5724522","70036","5222409"
"0.591","0.82","143.948","0.351","122690","2881","3224485"
"0.741","0.502","99.016","0.318","236383","3989","3846683"
"0.708","0.682","122.053","0.594","55957506","311354","75763865"
"0.593","0.75","179.962","0.454","7976491","69821","16158517"
"0.735","0.741","144.024","0.737","44813174","770948","58919711"
"0.859","0.77","122.042","0.548","69207654","1256408","103049117"
"0.698","0.83","144.929","0.825","57200458","633350","98001556"
"0.782","0.857","131.99","0.725","8632757","135161","5666600"
"0.689","0.816","126.975","0.491","28558357","254029","44082759"
"0.585","0.699","93.933","0.449","18185574","119252","18371857"
"0.651","0.682","180.102","0.759","43477446","427190","38932029"
"0.629","0.877","128.025","0.622","527837","9436","6266716"
"0.638","0.785","127.058","0.348","23206588","111812","64239765"
"0.661","0.685","103.964","0.0643","11140880","65824","23741179"
"0.697","0.704","136.036","0.278","10272301","74422","32934016"
"0.836","0.718","133.16","0.391","22109121","187098","88677647"
"0.832","0.742","105.978","0.441","86173832","424634","106500548"
"0.701","0.699","141.043","0.762","13360355","104885","27975864"
"0.796","0.854","109.995","0.382","90189871","401640","108406380"
"0.705","0.821","116.942","0.936","5666924","63158","20059487"
"0.686","0.688","90.107","0.545","35167","238","33388355"
"0.49","0.761","120.03","0.267","23615725","148455","42035072"
"0.63","0.695","130.968","0.55","9182664","61335","88814581"
"0.636","0.673","127.021","0.438","546684","6937","39342584"
"0.786","0.486","94.644","0.534","27858841","284273","46533476"
"0.538","0.684","144.005","0.788","8969940","139710","31910516"
"0.632","0.845","154.045","0.516","3459496","35996","19076076"
"0.827","0.787","145.072","0.657","11633760","181409","36211996"
"0.523","0.721","141.034","0.757","63409373","566241","87307311"
"0.583","0.774","148.018","0.323","9012274","148759","87831153"
"0.518","0.906","146.06","0.259","4994185","71830","25492899"
"0.666","0.736","138.656","0.744","28923285","235305","51663165"
"0.855","0.528","146.987","0.549","9834815","146172","30028506"
"0.356","0.88","129.822","0.468","44087942","287325","73020449"
"0.85","0.942","119.989","0.963","61970674","349536","64610588"
"0.834","0.885","124.018","0.84","95473936","567343","153384847"
"0.798","0.907","118.94","0.821","6987806","73875","14310942"
"0.934","0.743","139.971","0.961","12897912","114127","31424115"
"0.814","0.726","141.934","0.892","11639462","74847","6881338"
"0.785","0.885","130.029","0.704","86892774","749773","107436411"
"0.862","0.873","140","0.952","39970561","228687","25698674"
"0.888","0.747","160.08","0.972","40815363","482447","95982918"
"0.915","0.682","131.956","0.673","13878360","68454","15413576"
"0.807","0.895","127.005","0.965","970951","13467","3960933"
"0.882","0.612","145.974","0.793","161330128","686241","124836707"
"0.771","0.839","125.96","0.809","128063185","887466","57145141"
"0.814","0.726","141.934","0.892","11639462","74847","6588702"
"0.769","0.733","111.995","0.754","14501095","93755","7619551"
"0.907","0.736","150.023","0.932","15065237","104281","27939735"
"0.867","0.62","153.995","0.935","21026670","178346","32789670"
"0.887","0.692","164.07","0.816","353246","5109","11350813"
"0.834","0.625","154.801","0.684","56756761","499490","62180956"
"0.682","0.656","149.732","0.624","41572450","305206","20766252"
"0.923","0.835","160.068","0.962","19042245","202931","19854786"
"0.717","0.837","94.984","0.494","291315311","3665493","259134737"
"0.488","0.692","171.9","0.299","21325973","299253","107813103"
"0.572","0.796","98.967","0.304","139764362","1696969","159271446"
"0.611","0.854","100.024","0.417","598801454","6771112","181309690"
"0.387","0.863","100.013","0.39","14175413","131523","119610756"
"0.529","0.899","89.864","0.271","53590562","494984","39659938"
"0.655","0.743","91.004","0.164","57848806","617490","57644937"
"0.479","0.899","85.005","0.309","59606683","512450","38679590"
"0.844","0.811","93.48","0.889","86945310","846199","43520727"
"0.496","0.871","93.033","0.287","2985796","44913","40474183"
"0.0686","0.328","138.593","0.0364","938659","13510","59660839"
"0.0978","0.159","133.258","0.0614","11326","167","57002194"
"0.0683","0.173","139.847","0.0372","114327","788","43544882"
"0.125","0.232","75.051","0.0912","33068886","234698","50378461"
"0.0828","0.163","139.338","0.0614","11326","167","48511131"
"0.027","0.183","68.149","0.037","34019767","320160","40393005"
"0.0654","0.168","138.061","0.0427","21092","122","40723745"
"0.0698","0.162","136.306","0.0394","18490","125","38778644"
"0.0812","0.164","140.408","0.0505","24385197","229425","39378128"
"0.083","0.475","54.528","0.0362","13456013","468569","11494617"
"0.0792","0.476","56.997","0.138","109319","2690","8638487"
"0.0888","0.481","170.309","0.427","43266","1307","8081278"
"0.0806","0.489","94.01","0.161","27831","754","7758635"
"0.112","0.379","50.32","0.0988","27463","1010","7537315"
"0.124","0.622","134.025","0.178","62886","1543","7133338"
"0.0806","0.617","98.165","0.289","206367","7576","7167148"
"0.0834","0.619","100.008","0.2","90382","2246","7074081"
"0.0733","0.475","94.218","0.135","1841506","56803","6699893"
"0.67","0.558","99.999","0.277","2499723","11470","19768315"
"0.491","0.92","97.016","0.679","6807538","72290","12967897"
"0.555","0.76","120.003","0.269","30231542","170702","69873621"
"0.543","0.816","110.025","0.314","12324256","75255","40476043"
"0.585","0.697","102.054","0.148","2499723","11470","22585943"
"0.577","0.829","139.939","0.876","6236215","80771","15603087"
"0.652","0.684","142.068","0.654","88061744","487198","80859664"
"0.528","0.844","101.99","0.91","2088439","24808","16662336"
"0.665","0.828","139.935","0.913","10428405","70053","36585336"
"0.387","0.941","125.021","0.965","4898831101","14396841","83434355"
"0.396","0.711","199.955","0.969","3486504328","8943443","46554351"
"0.206","0.459","160.072","0.354","48798376","170681","36916835"
"0.217","0.715","119.902","0.509","406570056","973267","42671456"
"0.289","0.919","100.042","0.866","586937661","1942075","39785376"
"0.587","0.779","199.956","0.908","2645859287","6604353","22632716"
"0.479","0.704","199.841","0.936","1545924229","5397846","27938205"
"0.565","0.816","119.983","0.965","516084212","1714627","26843793"
"0.525","0.757","204.09","0.97","17225131","25325","9962152"
"0.351","0.516","159.757","0.796","448936830","1545455","32342915"
"0.782","0.621","128.033","0.55","445661517","5202210","991461139"
"0.761","0.751","92.032","0.553","39665556","412401","141776538"
"0.561","0.759","104.915","0.491","56411039","490316","208575132"
"0.736","0.793","112.993","0.656","27046866","345193","59110065"
"0.851","0.822","117.992","0.749","34894747","417736","137879866"
"0.718","0.798","126.01","0.727","10097295","164641","40827555"
"0.765","0.447","101.545","0.542","3232106","89457","15394993"
"0.738","0.757","120.091","0.753","9100173","102908","55252191"
"0.631","0.724","176.076","0.957","1693513","41882","12435210"
"0.747","0.544","123.647","0.476","1860182","46386","8740650"
"0.55","0.551","101.19","0.342","3629089","82150","214687058"
"0.5","0.346","202.466","0.191","87637247","1658120","508567547"
"0.148","0.603","95.451","0.228","4788476","93228","45004606"
"0.568","0.469","109.172","0.193","314258","24863","1744837"
"0.505","0.389","121.775","0.244","352390","10305","5685548"
"0.796","0.728","117.925","0.691","400448","8045","7225265"
"0.34","0.639","115.034","0.333","344264","13875","3710853"
"0.527","0.438","93.992","0.403","1628694","31151","6562481"
"0.503","0.439","186.01","0.519","397172","10751","13898138"
"0.313","0.499","125.991","0.233","1262726","33315","6799735"
"0.6","0.585","160.635","0.617","147267842","1004221","146265753"
"0.464","0.531","170.085","0.643","41109114","380562","72853866"
"0.403","0.645","170.034","0.614","38494340","287497","30852270"
"0.535","0.689","120.105","0.569","58808563","725068","29118193"
"0.471","0.678","130.223","0.662","2798597","51186","5868152"
"0.465","0.585","85.672","0.512","5924716","109970","5446290"
"0.801","0.866","130.027","0.901","17870453","206854","10985735"
"0.469","0.62","88.872","0.724","9221436","129680","12458096"
"0.554","0.893","120.127","0.804","4545220","90373","2982668"
"0.537","0.732","113.251","0.765","84888364","570863","15540142"
"0.767","0.607","123.998","0.662","25427256","288343","149174546"
"0.595","0.632","124.114","0.435","66711302","556275","601107554"
"0.526","0.598","123.935","0.529","114133457","1538474","804323416"
"0.744","0.677","124.08","0.631","85909397","691091","874231065"
"0.928","0.561","125.988","0.182","384191","7767","22769089"
"0.86","0.797","124.033","0.192","43450206","540052","282163847"
"0.715","0.539","123.854","0.489","22497689","250794","147630326"
"0.791","0.671","138.032","0.383","53402","611","11471926"
"0.8","0.609","126.031","0.192","2761373","54490","55171099"
"0.821","0.416","122.916","0.521","241470","6196","7473859"
"0.85","0.806","95.014","0.728","86048955","441082","110860399"
"0.818","0.83","98.008","0.828","155200584","1057384","129726632"
"0.503","0.833","98.037","0.818","52399519","343360","23651542"
"0.587","0.821","95.041","0.565","121416658","670967","90543463"
"0.759","0.783","117.998","0.411","23755756","154066","38258359"
"0.372","0.862","94.994","0.494","95488685","849595","112299646"
"0.754","0.808","95.046","0.726","6335397","114724","1594253"
"0.691","0.745","130.18","0.704","19795097","210887","20718835"
"0.674","0.801","94","0.891","35569377","171182","30485205"
"0.646","0.739","90.012","0.723","42809838","275272","30019435"
"0.824","0.909","109.97","0.585","140644865","1146324","215026398"
"0.688","0.808","105.034","0.351","14511677","215081","20161636"
"0.846","0.802","109.982","0.26","73409715","781522","268794467"
"0.83","0.831","98.003","0.938","35917918","271585","30616733"
"0.848","0.731","96.996","0.659","29847962","208210","24538141"
"0.786","0.861","92.031","0.907","66490064","541838","104056929"
"0.811","0.72","199.914","0.757","6852768","128507","6994287"
"0.752","0.735","92.915","0.647","15478215","167340","29328988"
"0.73","0.818","97.992","0.887","66042570","401703","64558310"
"0.94","0.772","92.975","0.738","27401188","898955","10718910"
