"track","artist","album","energy","danceability","views","likes","comments","stream","engagement_rate"
"Resistiré","Vanesa Martín","Resistiré","0.764","0.704","73742662","694375","34648","42652491","0.009416191132346157"
"Resistiré","David Bisbal","Resistiré","0.764","0.704","73742646","694375","34648","42652491","0.009416193175384566"
"Resistiré","Alex Ubago","Resistiré","0.764","0.704","73742662","694375","34648","42652491","0.009416191132346157"
"Resistiré","Carlos Baute","Resistiré","0.764","0.704","73742561","694375","34648","42652491","0.009416204029040977"
"Resistiré","India Martinez","Resistiré","0.764","0.704","73742646","694375","34648","42652491","0.009416193175384566"
"Resistiré","Vanesa Martín","Resistiré","0.764","0.704","73742662","694375","34648","42652491","0.009416191132346157"
"Resistiré","David Bisbal","Resistiré","0.764","0.704","73742646","694375","34648","42652491","0.009416193175384566"
"Resistiré","Alex Ubago","Resistiré","0.764","0.704","73742662","694375","34648","42652491","0.009416191132346157"
"Resistiré","Carlos Baute","Resistiré","0.764","0.704","73742561","694375","34648","42652491","0.009416204029040977"
"Resistiré","India Martinez","Resistiré","0.764","0.704","73742646","694375","34648","42652491","0.009416193175384566"
"Resistiré","Vanesa Martín","Resistiré","0.764","0.704","73742662","694375","34648","42652491","0.009416191132346157"
"Resistiré","David Bisbal","Resistiré","0.764","0.704","73742646","694375","34648","42652491","0.009416193175384566"
"Resistiré","Alex Ubago","Resistiré","0.764","0.704","73742662","694375","34648","42652491","0.009416191132346157"
"Resistiré","Carlos Baute","Resistiré","0.764","0.704","73742561","694375","34648","42652491","0.009416204029040977"
"Resistiré","India Martinez","Resistiré","0.764","0.704","73742646","694375","34648","42652491","0.009416193175384566"
"Resistiré","Vanesa Martín","Resistiré","0.764","0.704","73742662","694375","34648","42652491","0.009416191132346157"
"Resistiré","David Bisbal","Resistiré","0.764","0.704","73742646","694375","34648","42652491","0.009416193175384566"
"Resistiré","Alex Ubago","Resistiré","0.764","0.704","73742662","694375","34648","42652491","0.009416191132346157"
"Resistiré","Carlos Baute","Resistiré","0.764","0.704","73742561","694375","34648","42652491","0.009416204029040977"
"Resistiré","Vanesa Martín","Resistiré","0.764","0.704","73742662","694375","34648","42652491","0.009416191132346157"
"Resistiré","David Bisbal","Resistiré","0.764","0.704","73742646","694375","34648","42652491","0.009416193175384566"
"Resistiré","Alex Ubago","Resistiré","0.764","0.704","73742662","694375","34648","42652491","0.009416191132346157"
"Resistiré","Carlos Baute","Resistiré","0.764","0.704","73742561","694375","34648","42652491","0.009416204029040977"
"Resistiré","India Martinez","Resistiré","0.764","0.704","73742646","694375","34648","42652491","0.009416193175384566"
"Everything But You (feat. A7S)","Clean Bandit","Everything But You (feat. A7S)","0.764","0.679","5506948","78266","1247","40233392","0.014212227898284132"
"Do It Right","Martin Solveig","Do It Right","0.763","0.805","33307573","218483","2546","144823599","0.006559559293017237"
"Do It Right","Martin Solveig","Do It Right","0.763","0.805","33307573","218483","2546","144823599","0.006559559293017237"
"Blood Oceans (How Many?)","Ghostemane","Blood Oceans (How Many?)","0.763","0.791","23788744","536581","5916","52124899","0.022556087870801416"
"Çingenem","Ebru Günde?","Dön Ne Olur","0.763","0.736","21235036","101017","3751","31629255","0.004757091064032102"
"Talk","Yeat","Lyfë","0.763","0.698","9462683","183784","7567","81003862","0.01942197577579213"
"Día Cero","La Ley","Invisible","0.763","0.684","38151851","127316","7168","49991476","0.003337085794343242"
"Saturday in the Park - 2002 Remaster","Chicago","Chicago V (Expanded & Remastered)","0.763","0.67","2769070","24297","350","79513337","0.008774426070846891"
"Así Ya No","La Maquinaria Norteña","El Fenómeno","0.763","0.661","39356791","139101","1548","31995753","0.003534358276313737"
"Peru - R3HAB Remix","R3HAB","Peru (R3HAB Remix)","0.762","0.811","1877920","15890","205","19284530","0.008461489307318736"
"Smoking On Purple (feat. Webbie)","Boosie Badazz","Bad Azz","0.762","0.804","15350290","146242","3004","16307115","0.009526986135115363"
"Jump (feat. Gizzle)","Lupe Fiasco","DROGAS Light","0.762","0.79","2453176","38111","1401","47869786","0.015535371290115344"
"Charmer","Stray Kids","ODDINARY","0.762","0.786","2153597","45850","629","55640896","0.0212899627924816"
"Crazy","Lost Frequencies","Crazy","0.762","0.765","112309564","646501","8515","212368074","0.005756419818351356"
"Crazy","Lost Frequencies","Crazy","0.762","0.765","112309564","646501","8515","212368074","0.005756419818351356"
"N.I","Niska","Le monde est méchant","0.762","0.763","38129249","352134","7909","47173475","0.009235272375807874"
"Dame una Oportunidad","La Factoria","Demphra","0.762","0.756","2219204","7111","327","3183577","0.0032043020830892516"
"Tu Me Quemas","Eddie Santiago","Atrevido Y Diferente","0.762","0.714","1462781","13550","432","0","0.009263177468124073"
"Melhor Agora","Dallass","LUME","0.762","0.705","15094302","172148","3278","22094884","0.011404833426547316"
"Santa Claus Is Coming To Town","The Jackson 5","Christmas Album","0.762","0.692","698062","3392","115","244082002","0.004859167237294108"
"Complicado Y Aturdido","Los Pericos","Desde Cero","0.762","0.69","4892949","15325","739","10014798","0.0031320579879332484"
"Brillo","Natanael Cano","NataKong","0.762","0.69","27824970","330183","6041","65928980","0.011866427888331955"
"More Than A Woman - SG's Paradise Edit","Bee Gees","More Than A Woman (SG's Paradise Edit)","0.762","0.679","2983334","44533","20","44849235","0.014927259234132014"
"King of Anything","Sara Bareilles","Kaleidoscope Heart","0.762","0.676","32228244","177857","10954","82825658","0.005518668655977658"
"Deus e o Mundo - Ao Vivo","Murilo Huff","Deus e o Mundo (Ao Vivo)","0.762","0.668","6318047","26363","33686","7102923","0.004172650187629184"
"Parachute","Chris Stapleton","Traveller","0.762","0.642","22301163","83206","1592","216589343","0.0037310161806359604"
"À Sua Maneira (De Música Ligeira)","Capital Inicial","Rosas e Vinho Tinto","0.762","0.628","39517801","302027","7924","20147999","0.007642808869855891"
"1000 Rounds","Pouya","1000 Rounds","0.761","0.825","33414149","406445","7773","152073616","0.01216385908855557"
"1000 Rounds","Ghostemane","1000 Rounds","0.761","0.825","33414150","406445","7773","152073616","0.012163858724522395"
"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)","Gzuz","KitschKrieg","0.761","0.825","67309337","611871","23307","132871349","0.009090432728523236"
"1000 Rounds","Pouya","1000 Rounds","0.761","0.825","33414149","406445","7773","152073616","0.01216385908855557"
"1000 Rounds","Ghostemane","1000 Rounds","0.761","0.825","33414150","406445","7773","152073616","0.012163858724522395"
"Shut Up","Tulsi Kumar","Shut Up","0.761","0.821","21700687","530302","27674","4124681","0.024437106530313994"
"Shut Up","Tulsi Kumar","Shut Up","0.761","0.821","21700687","530302","27674","4124681","0.024437106530313994"
"Dale Don Mas Duro","Héctor ""El Father""","The Last Don","0.761","0.808","3254522","33707","983","7097934","0.010356974080986394"
"PUNTO G","Quevedo","DONDE QUIERO ESTAR","0.761","0.751","39665556","412401","8091","141776538","0.010396954980285667"
"Mon Amour - Remix","Aitana","Mon Amour (Remix)","0.761","0.748","4887045","35014","628","506493761","0.007164656760885156"
"Ainda Gosto Dela","Skank","Estandarte","0.761","0.693","18312585","221311","6063","52355183","0.012085186225756769"
"Dead To Me","Kali Uchis","Isolation","0.761","0.675","16752049","318843","7851","320566084","0.01903307470029487"
"Tach Tach","Haftbefehl","Der Holland Job","0.761","0.668","1448884","15584","17","7591012","0.010755864513653266"
"This is My Time","Lecrae","This is My Time","0.761","0.667","1570981","28322","947","16049895","0.018028225675549226"
"Mi Gente - Homecoming Live","Willy William","HOMECOMING: THE LIVE ALBUM","0.761","0.661","3947745","33745","151","32435061","0.008547917861969302"
"I Found You","Andy Grammer","I Found You","0.761","0.646","1480376","22859","296","77412743","0.015441347333380168"
"Summer In the City","Joe Cocker","Have A Little Faith","0.761","0.624","7929115","41838","979","0","0.005276503115417042"
"El Amor","Tito ""El Bambino""","El Patrón (La Victoria)","0.761","0.621","21245532","226264","3790","71366293","0.010649956894466094"
"Bleed It","Blueface","Dirt Bag","0.76","0.845","14650649","183453","5523","127098247","0.012521834356962616"
"Deja","J Alvarez","El Movimiento: The Mixtape","0.76","0.743","2035280","11145","160","17945558","0.0054759050351794345"
"Deja","Jory Boy","El Movimiento: The Mixtape","0.76","0.743","2035284","11145","160","17945558","0.005475894273231648"
"Deja","Jory Boy","El Movimiento: The Mixtape","0.76","0.743","2035284","11145","160","17945558","0.005475894273231648"
"Deja","J Alvarez","El Movimiento: The Mixtape","0.76","0.743","2035280","11145","160","17945558","0.0054759050351794345"
"Kanne Kanne - Madras Gig","Leon James","Kanne Kanne (Madras Gig)","0.76","0.736","2861922","39679","545","5913657","0.013864458919565243"
"This Is Why","Paramore","This Is Why","0.76","0.728","9651173","346557","19957","35001882","0.035908277677749637"
"Eres Ese Algo","La Maquinaria Norteña","Al Derecho Y Al Reverso","0.76","0.722","9581123","119949","843","28604285","0.01251930488732897"
"Theo (Der Bananenbrot-Song)","Rolf Zuckowski","Was Spaß macht...","0.76","0.713","1624331","17699","0","4759847","0.010896178180432436"
"Holding On","iann dior","Holding On","0.76","0.706","14470536","333670","9128","89351468","0.02305857917080611"
"NUOVO RANGE (con SFERA EBBASTA)","Sfera Ebbasta","TAXI DRIVER","0.76","0.68","45336261","205577","3016","120727099","0.004534493923087305"
"5 Estrellas","Reik","5 Estrellas","0.76","0.66","12827350","96102","1421","29917528","0.0074919605374453805"
"5 Estrellas","Sech","5 Estrellas","0.76","0.66","12827541","96105","1421","29917528","0.007492082855162965"
"5 Estrellas","Reik","5 Estrellas","0.76","0.66","12827350","96102","1421","29917528","0.0074919605374453805"
"5 Estrellas","Sech","5 Estrellas","0.76","0.66","12827541","96105","1421","29917528","0.007492082855162965"
"Me Fallaste","Eddie Santiago","Serie Platino: Eddie Santiago","0.76","0.631","8765803","22069","181","28095669","0.0025176244549415497"
"F.N.F (Let's Go) - Remix","Latto","F.N.F. (Let's Go) [Remix]","0.759","0.869","58829334","590746","28860","13737040","0.010041691106005042"
"Watch Out For This (Bumaye)","Major Lazer","Free The Universe (Extended Version)","0.759","0.819","36316521","358970","3027","274424397","0.009884482051570965"
"Toes","Zac Brown Band","The Foundation","0.759","0.801","15647887","62443","863","263843447","0.00399050683328682"
"Still Be Friends (feat. Tory Lanez & Tyga)","G-Eazy","These Things Happen Too (Deluxe)","0.759","0.801","46055693","592295","12873","271022614","0.012860407941315745"
"Como te extraño mi amor","Café Tacvba","Avalancha de éxitos","0.759","0.791","39016138","215504","4808","157645932","0.005523458011144004"
"Scheiße baut sich nicht von alleine","SDP","Ein Gutes Schlechtes Vorbild","0.759","0.79","5216684","55107","1135","15888785","0.010563607072998863"
"Panamera","Standly","Panamera","0.759","0.783","23755756","154066","3938","38258359","0.006485417681508431"
"Stutter (feat. Mystikal) - Double Take Remix","Joe","My Name Is Joe","0.759","0.767","7655159","74546","2374","35396144","0.009738008054437537"
"No Se Va","La K'onga","No Se Va","0.759","0.719","12774493","47412","948","3075794","0.003711458450836366"
"damn","Fujii Kaze","LOVE ALL SERVE ALL","0.759","0.707","12460931","274638","9435","14993631","0.022039926230231113"
"Actos De Un Tonto","Conjunto Primavera","Perdoname Mi Amor","0.759","0.704","7541378","25819","594","44854599","0.0034236448564174877"
"El Que Espera","Anitta","Versions of Me (Deluxe)","0.758","0.825","13823183","259007","16216","44288515","0.01873714614065371"
"Good Grief","Bastille","Wild World (Complete Edition)","0.758","0.73","9810308","74052","1428","269955637","0.00754838686002519"
"Tu Marca","Los Palmeras","Tu Marca","0.758","0.724","1605745","14789","535","422030","0.00921005514574232"
"Gostoso","Gzuz","Paradoks","0.758","0.708","15462902","168174","13976","26982776","0.010875966231953096"
"Es Por Ti","Juanes","Un Día Normal","0.758","0.696","197423800","717682","15217","278822916","0.003635235468064134"
"How Many Ways","Toni Braxton","Toni Braxton","0.758","0.687","7320187","64864","2560","17742364","0.008860975819333577"
"Cómo Estás Tú","Liberación","Con La Fuerza Del Destino","0.758","0.654","50725725","204709","4093","74464096","0.004035605208205501"
"Cookie","R. Kelly","Black Panties (Deluxe Version)","0.758","0.652","9232345","64346","1304","51498385","0.00696962689327576"
"Cookie","R. Kelly","Black Panties (Deluxe Version)","0.758","0.652","9232345","64346","1304","51498385","0.00696962689327576"
"When I'm Small","Phantogram","Eyelid Movies","0.758","0.646","38145319","346365","11578","100317173","0.00908014427668045"
"L'odeur de l'essence","Orelsan","Civilisation","0.758","0.635","24346958","496267","34178","39039720","0.020383121373930984"
"Haiyo Haiyo (From ""Oh My Kadavule"")","Leon James","Haiyo Haiyo (From ""Oh My Kadavule"")","0.757","0.872","2215255","36167","490","4943735","0.016326337148544975"
"10%","KAYTRANADA","BUBBA","0.757","0.794","11650171","159858","2505","93637411","0.013721515332264221"
"Impurities","LE SSERAFIM","ANTIFRAGILE","0.757","0.715","14226947","761948","16568","27378278","0.05355667663624529"
"Doin' Time","Sublime","Sublime","0.757","0.708","2364550","44454","1571","130415319","0.01880019454018735"
"Freight Train","Alan Jackson","Freight Train","0.757","0.706","3425668","34029","869","53410881","0.00993353705029209"
"Ingobernable","C. Tangana","El Madrileño","0.757","0.705","29802506","216495","3224","125262764","0.00726432200030427"
"Ingobernable","Gipsy Kings","El Madrileño","0.757","0.705","29802462","216495","3224","125262764","0.007264332725262765"
"Ingobernable","C. Tangana","El Madrileño","0.757","0.705","29802506","216495","3224","125262764","0.00726432200030427"
"Ingobernable","Gipsy Kings","El Madrileño","0.757","0.705","29802462","216495","3224","125262764","0.007264332725262765"
"Hablando a Tu Corazón","Charly García","García 87/93","0.757","0.667","2353442","21779","687","42154673","0.009254105263694622"
"Dance All Over Me","George Ezra","Gold Rush Kid","0.757","0.65","3032546","47710","1047","17098494","0.01573265500341957"
"Junio","Maluma","Junio","0.756","0.85","20764007","223760","6474","58243480","0.01077634003879887"
"Living in America - From ""Rocky IV"" Soundtrack","James Brown","The Rocky Story","0.756","0.751","1914130","19181","1400","51518418","0.010020740493069958"
"Te Busco","Cosculluela","Te Busco","0.756","0.68","998430","10865","276","233775834","0.010882084873251005"
"Faneto","Chief Keef","Back from the Dead 2","0.755","0.849","46628860","563658","29326","134910656","0.01208817886604991"
"Par de Dosis","C-Kan","Par de Dosis","0.755","0.829","15081894","184565","3404","8165102","0.012237521361706957"
"Lenço - Ao Vivo","Rionegro & Solimões","Lenço (Ao Vivo)","0.755","0.811","9832163","48433","1181","4247809","0.004925976105156109"
"La Noche Oscura (feat. Anuel AA)","Jory Boy","Otra Liga","0.755","0.783","2972634","25881","400","11444611","0.008706419962901588"
"Suburban","Jory Boy","Welcome To My World","0.755","0.777","8888846","92995","3130","10561460","0.010461987979092"
"Meu Erro","Os Paralamas Do Sucesso","O Passo Do Lui (Remastered)","0.755","0.768","7396824","58690","871","52876943","0.007934486476898733"
"1 Hora e Meia","Zezé Di Camargo & Luciano","1 Hora e Meia","0.755","0.751","25883254","143480","4927","19142021","0.005543352470288318"
"Telugammayi","M. M. Keeravani","Maryada Ramanna (Original Motion Picture Soundtrack)","0.755","0.734","1900186","9147","223","1243051","0.004813739286575104"
"Aasai Athigam","S. Janaki","Marupadiyum (Original Motion Picture Soundtrack)","0.755","0.678","8789195","49922","1376","8378241","0.0056799285941431495"
"One Night Stand","Keri Hilson","No Boys Allowed (Deluxe)","0.755","0.671","36263754","205356","13319","9871094","0.005662844503081506"
"Life in the Fast Lane - 2013 Remaster","Eagles","Hotel California (2013 Remaster)","0.755","0.667","5550833","63829","61","260028891","0.011498994835549907"
"NIGHTRIDER","Arizona Zervas","NIGHTRIDER","0.755","0.66","3636781","71323","1860","75937143","0.019611574081584787"
"Here Comes the Rain Again - Remastered Version","Dave Stewart","Touch (Reissue - Deluxe Edition)","0.755","0.648","58403256","420777","13620","93672131","0.007204683930635648"
"Here Comes the Rain Again - Remastered Version","Eurythmics","Touch (Reissue - Deluxe Edition)","0.755","0.648","58403037","420770","13619","93672131","0.007204591090014719"
"Here Comes the Rain Again - Remastered Version","Annie Lennox","Touch (Reissue - Deluxe Edition)","0.755","0.648","58403242","420775","13619","93672131","0.0072046514130157365"
"Here Comes the Rain Again - Remastered Version","Dave Stewart","Touch (Reissue - Deluxe Edition)","0.755","0.648","58403256","420777","13620","93672131","0.007204683930635648"
"Here Comes the Rain Again - Remastered Version","Annie Lennox","Touch (Reissue - Deluxe Edition)","0.755","0.648","58403242","420775","13619","93672131","0.0072046514130157365"
"Here Comes the Rain Again - Remastered Version","Eurythmics","Touch (Reissue - Deluxe Edition)","0.755","0.648","58403037","420770","13619","93672131","0.007204591090014719"
"Here Comes the Rain Again - Remastered Version","Dave Stewart","Touch (Reissue - Deluxe Edition)","0.755","0.648","58403256","420777","13620","93672131","0.007204683930635648"
"Here Comes the Rain Again - Remastered Version","Annie Lennox","Touch (Reissue - Deluxe Edition)","0.755","0.648","58403242","420775","13619","93672131","0.0072046514130157365"
"Here Comes the Rain Again - Remastered Version","Eurythmics","Touch (Reissue - Deluxe Edition)","0.755","0.648","58403037","420770","13619","93672131","0.007204591090014719"
"Pamplona","Fabri Fibra","Fenomeno","0.755","0.647","64452857","396695","11582","47688232","0.006154808622370301"
"Foi Bom Mas Foi Ontem","Grupo Menos É Mais","Spoiler","0.755","0.635","2404171","22839","256","8229568","0.009499740243102508"
"Mía Mía","Kenia OS","K23","0.754","0.844","15699558","484022","134088","22155655","0.03083029471275561"
"Mi Gata - Remix","Standly","Mi Gata (Remix)","0.754","0.808","6335397","114724","15921","1594253","0.018108415305307622"
"90 Millas (90 Miles)","Los Inquietos Del Norte","Locos Desde Ayer","0.754","0.796","12370592","34751","667","28370689","0.002809162245428513"
"NIGHT RIDER","Joji","SMITHEREENS","0.754","0.768","1691664","63123","2152","23970638","0.03731414749028176"
"La Linea Directa - En Vivo","Grupo Arriesgado","A la Sombra de un Árbol, Vol. II (En Vivo)","0.754","0.76","27065005","137622","867","19779763","0.0050848688186091225"
"American You","Yelawolf","Love Story","0.754","0.752","62459397","307490","6555","45572299","0.004923038241947805"
"Back 2 U (AM 01:27)","NCT 127","NCT#127 LIMITLESS - The 2nd Mini Album","0.754","0.648","7648904","83041","572","26252470","0.010856588081115935"
"Night Shift","Jon Pardi","California Sunrise","0.754","0.63","45692989","164070","2641","231561346","0.0035907040355797255"
"Headlights (feat. KIDDO)","Alok","Headlights (feat. KIDDO)","0.754","0.626","11888283","139791","2338","63297752","0.011758720750507034"
"Young Guns (Go for It!)","Wham!","Fantastic","0.753","0.895","3138153","15985","839","10267901","0.005093760565530106"
"Loca","Cazzu","Loca","0.753","0.834","689759471","4574796","195082","183172334","0.006632451154846121"
"Loca","KHEA","Loca","0.753","0.834","689759471","4574796","195082","183172334","0.006632451154846121"
"Loca","Omar Varela","Loca","0.753","0.834","689759151","4574792","195082","183172334","0.006632448432713871"
"N 2 Gether Now","Limp Bizkit","Significant Other","0.753","0.752","7642473","34673","1660","56642751","0.004536882236940844"
"Mockingbird","Carly Simon","Hotcakes","0.753","0.716","6092296","33018","2841","10637181","0.0054196316134344094"
"Ready For Your Love","MNEK","Sirens","0.753","0.677","53557656","262856","3557","114427052","0.004907907097353178"
"Wasted (feat. Kodak Black & Koe Wetzel)","Diplo","Wasted (feat. Kodak Black & Koe Wetzel)","0.753","0.674","2267951","41554","2472","4496247","0.01832226533994782"
"Me Llaman Calle","Manu Chao","La Radiolina","0.753","0.644","32054930","108125","2720","27878550","0.0033731160854196217"
"Diablona","Omar Varela","Diablona","0.752","0.885","25287180","217669","3178","12955445","0.008607879565851155"
"En la Oscuridad","LIT killah","MAWZ","0.752","0.812","54539805","797993","22446","47140143","0.014631387112586852"
"La Curiosidad (feat. Myke Towers) - Mixed","DJ Nelson","Platónicos Mix (DJ Mix)","0.752","0.809","782644735","2988511","35150","40992629","0.0038184771025131857"
"La Curiosidad (feat. Myke Towers) - Mixed","Jay Wheeler","Platónicos Mix (DJ Mix)","0.752","0.809","15301164","64356","814","40992629","0.004205954527381054"
"Yap Bi Güzellik","Tarkan","Yap Bi Güzellik","0.752","0.799","15374901","104473","6081","22646392","0.00679503562331881"
"Alors On Danse - DubDogz Remix","Stromae","Alors On Danse (DubDogz Remix)","0.752","0.789","27630653","97582","516","104946605","0.0035316573951401004"
"A Pesar de Mí (feat. Un Corazón, Abby Valdez, Indiomar)","Alex Zurdo","UNO","0.752","0.757","40495684","346454","14612","14006658","0.00855533147680627"
"A Pesar de Mí (feat. Un Corazón, Abby Valdez, Indiomar)","Redimi2","UNO","0.752","0.757","40495648","346454","14612","14006658","0.008555339082362627"
"A Pesar de Mí (feat. Un Corazón, Abby Valdez, Indiomar)","Redimi2","UNO","0.752","0.757","40495648","346454","14612","14006658","0.008555339082362627"
"A Pesar de Mí (feat. Un Corazón, Abby Valdez, Indiomar)","Alex Zurdo","UNO","0.752","0.757","40495684","346454","14612","14006658","0.00855533147680627"
"Por Esa Yegua","Liberación","Con La Fuerza Del Destino","0.752","0.756","11920465","46297","682","15127162","0.0038838250017931347"
"Caminemos de la Mano","Young Cister","Caminemos de la Mano","0.752","0.735","15477955","167337","4240","29328988","0.010811311959493357"
"Caminemos de la Mano","Pailita","Caminemos de la Mano","0.752","0.735","15478215","167340","4240","29328988","0.010811324174008437"
"Caminemos de la Mano","Pailita","Caminemos de la Mano","0.752","0.735","15478215","167340","4240","29328988","0.010811324174008437"
"Caminemos de la Mano","Young Cister","Caminemos de la Mano","0.752","0.735","15477955","167337","4240","29328988","0.010811311959493357"
"Música Ligera","Ana Mena","Música Ligera","0.752","0.695","28114787","162787","5940","39239968","0.00579008476927106"
"¿Qué Ha Pasao'?","Sofía Reyes","Sigo a Lo Mío","0.752","0.648","62870098","644912","10078","126149810","0.010257849446966028"
"Pura Adrenalina - Ao Vivo","Belo","Belo - 10 Anos de Sucesso (CD1)","0.752","0.646","11304026","73669","1766","24886358","0.006517058612568655"
"Dinero","Alonzo","Capo Dei Capi Vol. II & III","0.751","0.894","5744630","25079","5","8314273","0.004365642347723004"
"Tell Me When to Go (feat. Keak da Sneak)","E-40","My Ghetto Report Card","0.751","0.857","21651595","166784","7896","34595860","0.00770308145889483"
"Só Você","DENNIS","Só Você","0.751","0.834","53282043","501761","5968","131058784","0.009417075092259506"
"Recaída","Grupo Menos É Mais","Recaída","0.751","0.781","12289270","130374","1184","52000328","0.010608766834807926"
"Dejame Entrar","Mœnia","Moenia","0.751","0.714","8863049","36309","1176","0","0.004096671472762928"
"Se Acabó el Amor","Adolescent's Orquesta","Búscame","0.751","0.703","11328815","0","401","46056718","0"
"Luv Me Again","PnB Rock","Luv Me Again","0.751","0.7","1381470","40830","4238","5893396","0.029555473517340225"
"Hasta Abajo - Remix","Kevin Roldan","Bofff (Deluxe)","0.751","0.647","19493587","118944","3798","21004165","0.006101698984389071"
"¿Y pa la Wacha Loca? (con Salastkbron) - Remix","La Joaqui","¿Y pa la Wacha Loca? (con Salastkbron) [Remix]","0.75","0.837","9641801","113946","2541","1816459","0.011817916590479309"
"On Top","Karan Aujla","On Top","0.75","0.831","35106439","606386","40246","22581425","0.017272785770154585"
"Pontos de Exclamação - Vintage Culture & Future Class Remix","Vintage Culture","Pontos de Exclamação (Vintage Culture & Future Class Remix)","0.75","0.786","18399572","130893","3345","58047260","0.007113915475859982"
"The Hydra","LE SSERAFIM","ANTIFRAGILE","0.75","0.766","4028348","336338","10201","8138560","0.08349278662121544"
"Intimidated (feat. H.E.R.)","KAYTRANADA","Intimidated","0.75","0.738","3538381","60259","936","52989007","0.01703010501130319"
"I Would Die 4 U","Prince","Purple Rain","0.75","0.731","6214045","52412","2775","66628334","0.008434441655958398"
"mariposas","Aitana","mariposas","0.75","0.692","29244597","187647","3740","61053630","0.0064164672879574985"
"#NAME?","j-hope","Jack In The Box","0.75","0.673","2776156","306116","8940","35711591","0.11026613778188257"
"Por Ti","Alfonso Herrera","Clase 406 El Siguiente Paso... !","0.75","0.669","37744","342","3","0","0.009061042814752014"
"Unforgettable","Thomas Rhett","Life Changes","0.75","0.661","39986477","152111","2593","276327271","0.0038040610579421637"
"Unforgettable","Thomas Rhett","Life Changes","0.75","0.661","39986477","152111","2593","276327271","0.0038040610579421637"
"Unforgettable","Thomas Rhett","Life Changes","0.75","0.661","39986477","152111","2593","276327271","0.0038040610579421637"
"Tú y yo","Beret","Resiliencia","0.75","0.661","4566788","50294","928","16185040","0.01101299206356853"
"Sentadinha","Leo Santana","LetsGo","0.749","0.837","17288704","132708","1529","12407573","0.00767599468415909"
"Fantasi","TINI","Fantasi","0.749","0.832","44497025","355663","16442","87119139","0.007992961327189851"
"Lost Ones","Ms. Lauryn Hill","The Miseducation of Lauryn Hill","0.749","0.832","3207135","20405","1223","52139842","0.006362376388895385"
"Padre Nuestro","Los Gemelos De Sinaloa","Padre Nuestro","0.749","0.824","4007721","82253","934","11119971","0.020523634254979325"
"Padre Nuestro","Los Gemelos De Sinaloa","Padre Nuestro","0.749","0.824","4007721","82253","934","11119971","0.020523634254979325"
"Hello Hello","INNA","Hello Hello","0.749","0.772","2388272","36104","1034","2435891","0.015117206080379454"
"Comin’ In Hot","Hollywood Undead","American Tragedy (Deluxe Edition)","0.749","0.708","18834504","115012","10916","81518672","0.006106452285656155"
"Life Is Still Going On","NCT DREAM","Hello Future - The 1st Album Repackage","0.749","0.681","10972776","920349","28234","61191746","0.0838756755810927"
"DRIVE (Feat. GRAY)","Jay Park","EVERYTHING YOU WANTED","0.749","0.65","53034236","581175","12014","27332660","0.010958487268488228"
"Bright Lights Bigger City","CeeLo Green","The Lady Killer","0.749","0.632","19822513","122737","7911","38614762","0.006191798184216098"
"White Brown Black","Karan Aujla","White Brown Black","0.748","0.868","28237952","543659","32150","13350140","0.019252777255234374"
"White Brown Black","Jaani","White Brown Black","0.748","0.868","28233832","543594","32148","13350140","0.019253284499248985"
"White Brown Black","Karan Aujla","White Brown Black","0.748","0.868","28237952","543659","32150","13350140","0.019252777255234374"
"White Brown Black","Jaani","White Brown Black","0.748","0.868","28233832","543594","32148","13350140","0.019253284499248985"
"BEST ON EARTH (feat. BIA) - Bonus","Russ","SHAKE THE SNOW GLOBE","0.748","0.846","42789456","558524","12399","201752935","0.01305284180289649"
"BEST ON EARTH (feat. BIA) - Bonus","BIA","SHAKE THE SNOW GLOBE","0.748","0.846","42789476","558524","12399","201752935","0.013052835701937552"
"BEST ON EARTH (feat. BIA) - Bonus","Russ","SHAKE THE SNOW GLOBE","0.748","0.846","42789456","558524","12399","201752935","0.01305284180289649"
"BEST ON EARTH (feat. BIA) - Bonus","BIA","SHAKE THE SNOW GLOBE","0.748","0.846","42789476","558524","12399","201752935","0.013052835701937552"
"Big Girl (You Are Beautiful)","MIKA","Life in Cartoon Motion","0.748","0.798","35158859","209045","14128","50041889","0.005945727647191281"
"My Flaws Burn Through My Skin Like Demonic Flames from Hell","$uicideboy$","I No Longer Fear the Razor Guarding My Heel","0.748","0.78","10278920","136590","2922","173218733","0.013288361034038595"
"Siempre Pendientes","Luis R Conriquez","Siempre Pendientes","0.748","0.774","7800526","83236","880","160674809","0.010670562472325585"
"Siempre Pendientes","Luis R Conriquez","Siempre Pendientes","0.748","0.774","7800526","83236","880","160674809","0.010670562472325585"
"Siempre Pendientes","Peso Pluma","Siempre Pendientes","0.748","0.774","7800642","83239","880","161364643","0.010670788378700112"
"Siempre Pendientes","Peso Pluma","Siempre Pendientes","0.748","0.774","7800642","83239","880","161364643","0.010670788378700112"
"El Mismo Aire","La K'onga","El Mismo Aire","0.748","0.762","57197301","175848","2492","81795301","0.003074410801306866"
"Ex dos Meus Sonhos - Ao Vivo","Gusttavo Lima","Buteco Goiânia (Ao Vivo)","0.748","0.75","60421202","268255","5296","64919190","0.0044397494773440625"
"Mamma Mia","ABBA","Abba","0.748","0.749","272724820","1324658","38708","375576936","0.0048571230150596485"
