"track","artist","album","energy","danceability","views","likes","comments","stream","engagement_rate"
"Mamma Mia","ABBA","Abba","0.748","0.749","272724820","1324658","38708","375576936","0.0048571230150596485"
"Me equivocaría otra vez","Fito y Fitipaldis","Por la boca vive el pez","0.748","0.739","33438886","95926","1992","51937368","0.002868696044479472"
"Changes","Mike Perry","Changes","0.748","0.716","1004495","12303","292","37004182","0.012247945485044725"
"Burning Love","Elvis Presley","Elvis (Fool)","0.748","0.66","3649438","17369","811","217996516","0.004759362948486863"
"Good Times Roll","Nelly","Bettie James","0.748","0.634","3835856","29238","611","40366021","0.00762228821937007"
"VIOLA – with Salmo","Salmo","DISUMANO","0.748","0.63","4874980","29839","2207","19126902","0.006120845623982047"
"1, 2, 3, 4 (Sumpin' New)","Coolio","Gangsta's Paradise","0.747","0.904","4951029","55283","2635","11829286","0.011165961661707092"
"BABY OTAKU","Fran C","BABY OTAKU","0.747","0.835","46918355","418086","7438","130206023","0.00891092622492839"
"BABY OTAKU","Polimá Westcoast","BABY OTAKU","0.747","0.835","46918479","418093","7438","130206023","0.008911051869349814"
"BABY OTAKU","Polimá Westcoast","BABY OTAKU","0.747","0.835","46918479","418093","7438","130206023","0.008911051869349814"
"BABY OTAKU","Fran C","BABY OTAKU","0.747","0.835","46918355","418086","7438","130206023","0.00891092622492839"
"Éxtasis","Manuel Turizo","Éxtasis","0.747","0.829","16369988","203047","5467","44954838","0.012403613246387231"
"Éxtasis","Manuel Turizo","Éxtasis","0.747","0.829","16369988","203047","5467","44954838","0.012403613246387231"
"Éxtasis","Maria Becerra","Éxtasis","0.747","0.829","16370254","203047","5467","45342529","0.012403411700270503"
"Éxtasis","Maria Becerra","Éxtasis","0.747","0.829","16370254","203047","5467","45342529","0.012403411700270503"
"GYAL TIME AGAIN","Konshens","GYAL TIME AGAIN","0.747","0.822","1505156","30670","994","1368943","0.02037662541291401"
"Pick It Up","Redman","Muddy Waters","0.747","0.811","2955491","29160","1064","7056434","0.00986638091606437"
"I Cry Just a Little Bit","Shakin' Stevens","The Bop Won't Stop","0.747","0.798","14780135","59224","1661","7370149","0.00400699993606283"
"Não Vou Te Bloquear - Ao vivo","Mc Don Juan","Summer (EP 1) [Ao vivo]","0.747","0.74","64561087","531975","2380","78335601","0.008239870558561072"
"PAROLA - feat. Lazza, Emis Killa","Emis Killa","CHIC","0.747","0.722","5394319","37723","499","31771420","0.0069930977385653315"
"Amazing","Vybz Kartel","Amazing","0.747","0.717","1489155","37761","2191","1172480","0.025357333521359427"
"beside you","keshi","beside you","0.747","0.711","24240026","346251","3462","108569795","0.014284266856809478"
"Reencuentro","Banda Pequeños Musical","Reencuentro","0.747","0.692","31787751","95190","2745","43721561","0.0029945496930562972"
"Come Over","Estelle","Shine","0.747","0.683","12600343","77566","1806","10117804","0.006155864169729348"
"Lay It All on Me (feat. Ed Sheeran)","Rudimental","We the Generation (Deluxe Edition)","0.747","0.669","51927439","323243","4550","388074705","0.0062248977847723245"
"Moriré","La Factoria","Nuevas Metas","0.747","0.642","60808785","397991","13208","37653527","0.006544958923287153"
"Don’t Wake Me Up","Jonas Blue","Don’t Wake Me Up","0.747","0.621","16504756","263980","4423","96951183","0.01599417767824014"
"Ma Chérie (feat. Capo Plaza)","Capo Plaza","DELINQUENTE","0.746","0.807","12104400","144045","2368","21653209","0.01190021810250818"
"Mi Corazón Es Un Vagabundo","Los Acosta","Volando En Una Nave Triste","0.746","0.784","44224365","124468","2993","26280645","0.0028144666407307374"
"Jerry Sprunger (with T-Pain)","T-Pain","Chixtape 5","0.746","0.76","60219446","545826","13595","132840820","0.009063949210027605"
"Patria y Vida","Descemer Bueno","Patria y Vida","0.746","0.752","12428098","339862","36688","4535348","0.027346260063285627"
"Taur Tappa","Gurlez Akhtar","Taur Tappa","0.746","0.751","12226386","242775","28564","258052","0.019856644473681757"
"Chocolate","Callejero Fino","Chocolate","0.746","0.718","27485633","203791","3963","9948750","0.007414455399298972"
"Chocolate","Callejero Fino","Chocolate","0.746","0.718","27485633","203791","3963","9948750","0.007414455399298972"
"Shutdown","Skepta","Konnichiwa","0.746","0.656","57773262","499252","18855","109313785","0.008641575405591604"
"Shutdown","Skepta","Konnichiwa","0.746","0.656","57773262","499252","18855","109313785","0.008641575405591604"
"Rubicon Drill","Gurlez Akhtar","Forever","0.745","0.868","20671141","283712","3472","13449680","0.013725028531322968"
"In My Room","Insane Clown Posse","Hell's Pit","0.745","0.844","17413331","267249","342","45638615","0.015347379545016401"
"Turn off the Lights","Chris Lake","Turn off the Lights","0.745","0.824","4605380","71831","1216","114035141","0.015597192848364305"
"Gangsta Rap Made Me Do It","Ice Cube","Raw Footage","0.745","0.81","3462419","62675","1861","52324827","0.018101506490115726"
"Quizas No","C-Kan","Voy Por El Sueno de Muchos","0.745","0.762","1532854","12916","411","21315831","0.008426112336856608"
"The Love You Save","The Jackson 5","ABC","0.745","0.76","2058366","23623","1582","31351628","0.011476578995183558"
"Say My Name (feat. Zyra)","ODESZA","In Return","0.745","0.749","11591695","112358","2662","182558507","0.009692974150889926"
"I'll Be There For You/You're All I Need To Get By - Puff Daddy Mix","Method Man","Tical (Deluxe Edition)","0.745","0.722","2868613","64050","64","67169283","0.022327863674883996"
"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","iann dior","Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","0.745","0.721","34408366","230490","3535","223499126","0.006698661598751885"
"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","24kGoldn","Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","0.745","0.721","34408366","230490","3535","223499126","0.006698661598751885"
"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","iann dior","Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","0.745","0.721","34408366","230490","3535","223499126","0.006698661598751885"
"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","24kGoldn","Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","0.745","0.721","34408366","230490","3535","223499126","0.006698661598751885"
"Only","Jelly Roll","Addiction Kills","0.745","0.695","43194513","284650","6151","42283775","0.00658995738648564"
"Only","Jelly Roll","Addiction Kills","0.745","0.695","43194513","284650","6151","42283775","0.00658995738648564"
"Only","Jelly Roll","Addiction Kills","0.745","0.695","43194513","284650","6151","42283775","0.00658995738648564"
"American Boy - Lost Frequencies Remix","Estelle","American Boy (Lost Frequencies Remix)","0.745","0.673","1348441","27070","498","14985060","0.020075034799446174"
"Jamás","Eddie Santiago","30 Exitos Insuperables","0.745","0.642","39515","615","11","0","0.01556370998355055"
"Respiro (Cap. 8)","Siddhartha","MEMORIA FUTURO","0.745","0.641","11560544","90196","1676","32805862","0.007802054989799788"
"Tu Carcel - En Vivo","Los Enanitos Verdes","En Vivo","0.745","0.639","48359522","218216","4641","109889647","0.00451236883606914"
"Know Your Worth (feat. Davido & Tems)","Davido","Know Your Worth (feat. Davido & Tems)","0.744","0.819","7726459","102287","1729","49205438","0.013238535272108477"
"Know Your Worth (feat. Davido & Tems)","Davido","Know Your Worth (feat. Davido & Tems)","0.744","0.819","7726459","102287","1729","49205438","0.013238535272108477"
"Know Your Worth (feat. Davido & Tems)","Disclosure","Know Your Worth (feat. Davido & Tems)","0.744","0.819","7726465","102288","1729","49205438","0.013238654416994058"
"Know Your Worth (feat. Davido & Tems)","Disclosure","Know Your Worth (feat. Davido & Tems)","0.744","0.819","7726465","102288","1729","49205438","0.013238654416994058"
"Amor de Mis Amores","Grupo 5","La Amante","0.744","0.794","1461360","5050","163","18523408","0.0034556851152351235"
"Colorado","Milky Chance","Trip Tape","0.744","0.79","10258435","117229","3009","84362382","0.011427571554530492"
"HaifischNikez Allstars","LX","HaifischNikez Allstars","0.744","0.764","52290828","551452","23212","71955997","0.010545864754713771"
"Welcome Back","Mase","Welcome Back","0.744","0.764","8197484","87436","5699","23548197","0.010666199531465996"
"CUÁNTOS TÉRMINOS?","YSY A","YSYSMO","0.744","0.738","4551149","62424","1018","15287407","0.013716096748315644"
"WOW (feat. Sabrina Carpenter) - Remix","Zara Larsson","WOW (feat. Sabrina Carpenter) [Remix]","0.744","0.702","24979886","459852","9573","73021994","0.018408891057389132"
"Fill Me In","Craig David","Born to Do It","0.744","0.682","8810841","64377","2898","34889112","0.007306566989462186"
"Desnúdate Mujer","Frankie Ruiz","Voy Pa'Encima","0.744","0.658","2615654","17298","321","89917636","0.006613260010689488"
"oops!","Yung Gravy","Gasanova","0.743","0.886","16519677","257656","8176","121016693","0.015596915121282334"
"El Comerciante","Grupo Marca Registrada","Sigue La Magia Dando","0.743","0.83","19101884","98012","697","69408990","0.005131012208010477"
"Hot Stuff","Donna Summer","Bad Girls","0.743","0.823","1386093","19512","554","79246152","0.014076977518824495"
"Hot Stuff","Donna Summer","Bad Girls","0.743","0.823","1386093","19512","554","79246152","0.014076977518824495"
"No Te Enamores","Kendo Kaponi","Kendo Edition","0.743","0.807","22331396","158766","2772","17819489","0.007109542099383308"
"Nooit Thuis","Boef","Allemaal Een Droom","0.743","0.778","13817553","135953","6864","32820167","0.009839151693501736"
"Valley of Lies","iann dior","Valley of Lies","0.743","0.753","3786094","361990","19229","16959454","0.09561041009547043"
"Scooby Doo","Pinguini Tattici Nucleari","AHIA!","0.743","0.74","25749437","122653","2228","59345900","0.004763327446732136"
"Alto Contenido (feat. Randy & Luigi21)","Maldy","Alto Contenido (feat. Randy & Luigi21)","0.743","0.739","5340782","79263","1895","1409497","0.014841085069564719"
"25","Ati242","25","0.743","0.735","9381418","72953","1593","28983189","0.007776329761662895"
"A Contracorriente","David Bisbal","A Contracorriente","0.743","0.73","18538286","136469","3632","30864351","0.007361468045104062"
"Chalito","Calibre 50","Simplemente Gracias","0.743","0.714","26000721","181636","2848","54291312","0.006985806278218208"
"PAP (Pendiente Al Paso)","Fuego","PAP (Pendiente Al Paso)","0.743","0.706","3847227","32146","510","9887166","0.008355628612504539"
"Night Moves","Bob Seger","Night Moves","0.743","0.705","7194461","82159","2872","178485755","0.011419757505114004"
"Let's Dance - 2018 Remaster","David Bowie","Let's Dance (2018 Remaster)","0.743","0.654","38558686","398788","10631","238006778","0.01034236488245476"
"Imposible Amor","Matisse","Tres","0.743","0.647","54484541","551711","11384","95376313","0.010126009871313773"
"Find You","Nick Jonas","Find You","0.743","0.644","39063199","467036","10781","167396382","0.011955907656206037"
"Drank & Drugs","Ronnie Flex","New Wave","0.742","0.923","53121454","505915","27344","100360853","0.00952374157529649"
"Tubarão Te Amo","Tchakabum","Tubarão Te Amo","0.742","0.889","30542822","347818","7864","87618678","0.011387880268561955"
"Tubarão Te Amo","MC Ryan SP","Tubarão Te Amo","0.742","0.889","0","0","0","87618678","0"
"Látigo","Jowell & Randy","Viva el Perreo","0.742","0.878","8266725","92753","2561","19173212","0.01122004179405992"
"Blow","Moneybagg Yo","Blow","0.742","0.815","4217456","58984","868","19737140","0.013985682363965387"
"Coffee & TV","Blur","13","0.742","0.743","34257073","230611","8618","102853476","0.006731777697411568"
"New","Daya","New","0.742","0.715","9795203","214211","4516","201116441","0.021868969943757165"
"Monumento","Ñejo","Monumento","0.742","0.706","51742142","341118","7403","35010054","0.0065926532380511035"
"22","Pezet","Maestro","0.742","0.692","1874952","33313","1180","1360622","0.017767388178470702"
"Ainvayi Ainvayi","Salim–Sulaiman","Band Baaja Baaraat","0.742","0.689","3871197","61009","631","12089286","0.01575972496362236"
"Break It Down Again","Tears For Fears","Elemental","0.742","0.681","20778583","106003","4996","32828684","0.005101550957541234"
"mockingbird - sped up + reverb","Tazzy","mockingbird - sped up + reverb","0.742","0.681","2883703","70930","619","3723135","0.02459684648523097"
"Safety Zone","j-hope","Jack In The Box","0.742","0.676","1952637","453910","13499","19639504","0.23246000152614132"
"Forget Me","Lewis Capaldi","Forget Me","0.742","0.669","24797490","205326","11846","138344350","0.008280112221035274"
"Cola - Sped Up Version","sped up nightcore","Cola (Sped Up Version)","0.742","0.642","5724522","70036","244","5222409","0.012234383936335646"
"Don't I Make It Look Easy","Meghan Trainor","Takin' It Back","0.742","0.628","2449411","48888","596","23017127","0.019959084041020474"
"Me Gusta Estar Contigo","Sergio Vega ""El Shaka""","Me Gusta Estar Contigo","0.741","0.888","4976974","6740","191","25302700","0.0013542365300682703"
"Killin' On Demand","Freddie Dredd","Killin' On Demand","0.741","0.886","11301876","218016","2194","49728117","0.019290248804711713"
"If Your Girl Only Knew","Aaliyah","One In A Million","0.741","0.841","2294236","37303","1033","15941876","0.016259443230774863"
"Lo Que Pasó, Pasó","Daddy Yankee","Barrio Fino (Bonus Track Version)","0.741","0.819","1559861","20775","238","315104207","0.013318494404309102"
"BORRACHA","Ovy On The Drums","BORRACHA","0.741","0.812","7012372","62602","2219","11198191","0.008927364378273144"
"Novinha do Onlyfans","Xand Avião","Novinha do Onlyfans","0.741","0.81","4306013","38197","566","2278698","0.008870618829994244"
"When the Sun Goes Down","Kenny Chesney","When The Sun Goes Down","0.741","0.798","36928209","177868","2918","103259854","0.004816588857585809"
"Sarcophagus III","Ramirez","G.R.E.Y.G.O.D.S.I.I.","0.741","0.756","16697114","123639","1970","26198333","0.007404812592164131"
"Toko Toko","Dadju","Cullinan","0.741","0.739","13831870","150043","2563","26447524","0.010847629423931833"
"Es Mejor Así","Cristian Castro","Un Segundo En El Tiempo","0.741","0.712","39043619","132539","2913","69736194","0.0033946392110833783"
"Same Asshole","Jelly Roll","Crosses and Crossroads","0.741","0.702","48290702","352300","6420","43537839","0.007295400261524465"
"Wenn ich groß bin","SDP","Die bekannteste unbekannte Band der Welt","0.741","0.688","31406375","106039","2548","44469656","0.003376352730934404"
"Everyday","Logic","Bobby Tarantino II","0.741","0.667","61060332","1203148","49900","505193034","0.019704249233364796"
"Since U Been Gone","Kelly Clarkson","Breakaway","0.741","0.662","112216511","659266","23252","528339713","0.005874946512995757"
"Go Hard or Go Home","Iggy Azalea","Furious 7: Original Motion Picture Soundtrack","0.741","0.651","3421685","45140","563","152767133","0.013192330679182917"
"Space Cowboy","Jamiroquai","The Return of the Space Cowboy (Remastered)","0.741","0.65","27426359","136029","5141","25416034","0.004959790688949999"
"Si Te Entregas A Mi","Frankie Ruiz","En Vivo Y... A Todo Color..!","0.741","0.644","3879085","24072","586","11078450","0.006205587142328667"
